369588162210693121;Mayalahihou;;https://youtu.be/69mMfMHI9k4;Mon, 16 Oct 2017 20:51:24 -0000;YouTube;A 9h, devant l'Assemblée nationale, des salariés d'Alstom-General Electric Grenoble viennent protester contre la fermeture de leur usine. A 9h30, leur PDG es...;https://i.ytimg.com/vi/69mMfMHI9k4/hqdefault.jpg;
369543455237734410;Gwendal6;;https://www.facebook.com/SciencesPo/videos/1691314764236737/;Mon, 16 Oct 2017 17:53:45 -0000;;Quel bilan pour Emmanuel Macron 5 mois après son élection ? Découvrez notre débat en replay !
...;https://fb-s-d-a.akamaihd.net/h-ak-fbx/v/t15.0-10/s640x640/22586214_1691395940895286_381855693927350272_n.jpg?oh=41b21eb7cc64d17ecddd70e1c18ea2e2&oe=5A3A4F48&__gda__=1516913468_341917b65b8ce4b2e8ea5edf30dae682;
369516659112673291;Stheal JLM;;https://twitter.com/AQuatennens/status/919957321161281536;Mon, 16 Oct 2017 16:07:16 -0000;Twitter;“Me voici @YouTube ! https://t.co/ZxS5WT0Vis”;https://pbs.twimg.com/media/DMRYQi6WAAAV-M8.jpg:large;
369499439561179137;Gwendal6;;https://twitter.com/JLMelenchon/status/919930686433316867;Mon, 16 Oct 2017 14:58:51 -0000;Twitter;“Rendez-vous ce soir à 20H sur TF1. #JLMTF1”;https://pbs.twimg.com/media/DMRAEjIWAAEXlE_.png:large;
369475238251200523;Flymag;;https://twitter.com/JLMelenchon/status/919906424033079296;Mon, 16 Oct 2017 13:22:41 -0000;Twitter;“La semaine perplexe - Nouvelle note de blog
#Emploi #Europe #PLF2018 
➡️https://t.co/Zw5xA2uXs5”;https://pbs.twimg.com/media/DMQqAkFX0AUEVCy.jpg:large;
369456107464163331;Steph;;https://twitter.com/AQuatennens/status/919888090034049024;Mon, 16 Oct 2017 12:06:40 -0000;Twitter;“97% des offres #PoleEmploi trouvent preneur. Avant de fliquer les chômeurs, employez-vous à créer de l'activité ! https://t.co/Jl2b965z73”;https://pbs.twimg.com/profile_images/907702007334612995/iqaNrQsH_400x400.jpg;
369256858307002369;Gwendal6;;https://www.facebook.com/discordinsoumis/;Sun, 15 Oct 2017 22:54:55 -0000;;Le Discord Insoumis. 7,6 K J’aime. Plateforme collaborative d'initiative citoyenne • Faire connaître les idées de l'Avenir En Commun • http://discord-insoumis.fr/
Cette page n'assure pas le SAV et la...;https://fb-s-a-a.akamaihd.net/h-ak-fbx/v/t1.0-1/p200x200/17626276_264351363974622_5096328703037029925_n.png?oh=4d59d6ca6d84f85ad4e32487f948582e&oe=5A83B62A&__gda__=1516707002_08b6562a223871289152bdb5b4d8dd6a;
369256116812513280;Gwendal6;;https://twitter.com/AQuatennens/status/919682299851169792;Sun, 15 Oct 2017 22:51:58 -0000;Twitter;“Depuis #Lille, je réagirai demain matin à #TF1EMacron à 9h15 sur @radioclassique.”;https://pbs.twimg.com/media/DMNeF74WAAAa9_L.jpg:large;
369240946640027648;Swagathou;;https://twitter.com/Vincent12eme/status/919680723304566784;Sun, 15 Oct 2017 21:51:41 -0000;Twitter;“#TF1EMacron
Le sondage de @LCI censuré sur Twitter. @EmmanuelMacron la réalité est si terrible ? Bin, faisons tourner l'objet de la censure. https://t.co/oBzJlBb8Nc”;https://pbs.twimg.com/ext_tw_video_thumb/919680266452512768/pu/img/OZqLgUyYrUho69a-.jpg;
369099705864552448;Elnadrin;;https://twitter.com/amnestyfrance/status/919484490929471488;Sun, 15 Oct 2017 12:30:27 -0000;Twitter;“Répondre à une personne qui est pour la peine de mort. https://t.co/yTpXNH4Tw0”;https://pbs.twimg.com/profile_images/912359584991469568/fPclBF2f_400x400.jpg;
369098972918317058;Steph;;https://twitter.com/charligarotte/status/919516565669924866;Sun, 15 Oct 2017 12:27:32 -0000;Twitter;“Ce soir à partir de 21h sur @Cnews pour décrypter l'intervention télévisée du Président Macron”;https://pbs.twimg.com/media/DMLHVBoXkAA__pn.jpg:large;
369088399296167937;Steph;;https://twitter.com/JLMelenchon/status/919506958968852480;Sun, 15 Oct 2017 11:45:31 -0000;Twitter;“Avant la durée moyenne de détention d'une action était de 6 ans. Puis 6 mois. Aujourd'hui, c'est 20 secondes ! #LeGrandJury #LCI #RTL”;https://pbs.twimg.com/profile_images/846345918710460416/6_IxAsw9_400x400.jpg;
369080111753986048;Elnadrin;;https://twitter.com/ALeaument/status/919520055624335360;Sun, 15 Oct 2017 11:12:35 -0000;Twitter;“Les 12 propositions de Jean-Luc Mélenchon pour l'Europe. #LeGrandJury #Mélenchon #Europe
➡️https://t.co/SiP4IdHIZx”;https://pbs.twimg.com/media/DMLKmxhWAAASkzb.jpg:large;
368894961040621569;Elnadrin;Sexisme;https://twitter.com/qofficiel/status/918533078041100288;Sat, 14 Oct 2017 22:56:52 -0000;Twitter;“"Les femmes ne sont pas un trophée, pas un butin que l’on ramasse quand on a le pouvoir."
Florence Darel témoigne sur Weinstein.
#Quotidien https://t.co/NHBVGDYD4I”;https://pbs.twimg.com/amplify_video_thumb/918531451456573440/img/FGa75tcVLwAiOrBI.jpg;
